OrderId,ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
332,19,Good Girl,February,30ml,Oriental,Her,All Seasons,1,50.0,150,300,11
333,21,Musk Pink,December,5ml,Fruity,Her,Summer,0,30.0,20,50,1
334,1,Le Male Elixir,July,20ml,Oriental,Him,Winter,0,50.0,45,200,4
335,16,Very Sexy,September,50ml,Fruity,Her,All Seasons,1,60.0,200,450,1
336,3,Stronger With You Intensely,December,30ml,Fresh,Him,Winter,1,50.0,150,300,11
337,7,Imperial Valley,March,30ml,Oriental,Him,Summer,0,50.0,150,300,0
338,20,Musk Roman,November,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,1
339,7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,50.0,350,600,2
340,20,Musk Roman,August,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,1
341,12,Spicebomb,May,30ml,Woody,Him,Winter,0,30.0,150,300,3
342,6,Oud,March,100ml,Musk,Unisex,Winter,1,10.0,350,600,5
343,9,Black XS L'exces,November,10ml,Oriental,Him,Summer,0,50.0,30,100,4
344,13,Black Opium,May,5ml,Oriental,Him,Winter,0,30.0,20,50,3
345,19,Good Girl,January,50ml,Oriental,Her,All Seasons,1,30.0,200,450,3
346,15,Coconut Vanille,February,50ml,Musk,Unisex,Summer,0,50.0,200,450,2
347,23,Moon Sparkle,December,10ml,Gourmand,Her,Summer,0,30.0,30,100,1
348,21,Musk Pink,October,100ml,Fruity,Her,Summer,0,30.0,350,600,3
349,19,Good Girl,August,50ml,Oriental,Her,All Seasons,1,30.0,200,450,1
350,15,Coconut Vanille,October,10ml,Musk,Unisex,Summer,0,50.0,30,100,1
351,7,Imperial Valley,August,30ml,Oriental,Him,Summer,1,50.0,150,300,9
352,10,Invictus,November,100ml,Oriental,Him,Summer,0,50.0,350,600,1
353,3,Stronger With You Intensely,February,50ml,Fresh,Him,Winter,1,30.0,200,450,2
354,9,Black XS L'exces,January,20ml,Oriental,Him,Summer,0,50.0,45,200,5
355,23,Moon Sparkle,September,50ml,Gourmand,Her,Summer,1,50.0,200,450,5
356,11,Lacoste White,December,10ml,Woody,Him,Summer,0,50.0,30,100,6
357,3,Stronger With You Intensely,July,100ml,Fresh,Him,Winter,0,10.0,350,600,0
358,16,Very Sexy,December,100ml,Fruity,Her,All Seasons,1,20.0,350,600,4
359,24,Ultra Male,May,10ml,Oriental,Him,Winter,0,30.0,30,100,4
360,21,Musk Pink,September,50ml,Fruity,Her,Summer,1,60.0,200,450,6
361,7,Imperial Valley,July,100ml,Oriental,Him,Summer,1,50.0,350,600,9
362,11,Lacoste White,November,10ml,Woody,Him,Summer,0,50.0,30,100,2
363,13,Black Opium,August,50ml,Oriental,Him,Winter,0,20.0,200,450,0
364,6,Oud,June,30ml,Musk,Unisex,Winter,0,30.0,150,300,5
365,7,Imperial Valley,March,20ml,Oriental,Him,Summer,0,20.0,45,200,2
366,6,Oud,April,30ml,Musk,Unisex,Winter,0,30.0,150,300,0
367,24,Ultra Male,January,20ml,Oriental,Him,Winter,1,60.0,45,200,15
368,18,Marshmallow,February,50ml,Fruity,Unisex,Winter,1,50.0,200,450,1
369,21,Musk Pink,July,100ml,Fruity,Her,Summer,1,30.0,350,600,3
370,20,Musk Roman,January,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,15
371,24,Ultra Male,June,10ml,Oriental,Him,Winter,0,30.0,30,100,6
372,3,Stronger With You Intensely,January,30ml,Fresh,Him,Winter,1,50.0,150,300,7
373,22,Elixir,February,100ml,Fresh,Him,Summer,0,30.0,350,600,4
374,2,Stronger With You,September,100ml,Fresh,Him,All Seasons,1,60.0,350,600,4
375,12,Spicebomb,January,20ml,Woody,Him,Winter,1,10.0,45,200,2
376,15,Coconut Vanille,May,50ml,Musk,Unisex,Summer,1,50.0,200,450,5
377,9,Black XS L'exces,March,100ml,Oriental,Him,Summer,0,30.0,350,600,0
378,4,Zara Gold,January,10ml,Woody,Him,All Seasons,1,30.0,30,100,5
379,5,One Million,March,5ml,Woody,Him,All Seasons,1,50.0,20,50,15
380,20,Musk Roman,February,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,2
381,8,Silver Scent,January,5ml,Oriental,Him,All Seasons,1,50.0,20,50,2
382,8,Silver Scent,August,5ml,Oriental,Him,All Seasons,1,50.0,20,50,7
383,23,Moon Sparkle,February,10ml,Gourmand,Her,Summer,0,30.0,30,100,2
384,4,Zara Gold,December,50ml,Woody,Him,All Seasons,1,10.0,200,450,4
385,22,Elixir,June,50ml,Fresh,Him,Summer,1,30.0,200,450,5
386,23,Moon Sparkle,May,10ml,Gourmand,Her,Summer,1,30.0,30,100,3
387,15,Coconut Vanille,November,50ml,Musk,Unisex,Summer,0,50.0,200,450,4
388,4,Zara Gold,October,100ml,Woody,Him,All Seasons,1,60.0,350,600,7
389,4,Zara Gold,June,5ml,Woody,Him,All Seasons,1,60.0,20,50,2
390,7,Imperial Valley,December,100ml,Oriental,Him,Summer,0,50.0,350,600,1
391,14,Khamra,July,30ml,Musk,Unisex,Winter,0,30.0,150,300,0
392,4,Zara Gold,September,100ml,Woody,Him,All Seasons,1,60.0,350,600,4
393,11,Lacoste White,December,5ml,Woody,Him,Summer,0,60.0,20,50,11
394,3,Stronger With You Intensely,September,10ml,Fresh,Him,Winter,0,50.0,30,100,3
395,13,Black Opium,August,20ml,Oriental,Him,Winter,0,50.0,45,200,1
396,1,Le Male Elixir,August,50ml,Oriental,Him,Winter,0,30.0,200,450,1
397,18,Marshmallow,August,50ml,Fruity,Unisex,Winter,0,50.0,200,450,0
398,2,Stronger With You,December,10ml,Fresh,Him,All Seasons,1,50.0,30,100,4
399,5,One Million,September,10ml,Woody,Him,All Seasons,1,50.0,30,100,3
400,5,One Million,April,20ml,Woody,Him,All Seasons,1,30.0,45,200,4
401,20,Musk Roman,January,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,7
402,2,Stronger With You,October,100ml,Fresh,Him,All Seasons,1,60.0,350,600,4
403,11,Lacoste White,June,50ml,Woody,Him,Summer,1,30.0,200,450,4
404,15,Coconut Vanille,May,50ml,Musk,Unisex,Summer,1,50.0,200,450,5
405,13,Black Opium,December,20ml,Oriental,Him,Winter,1,50.0,45,200,7
406,17,Yara Candy,February,30ml,Fruity,Her,Summer,0,10.0,150,300,0
407,20,Musk Roman,January,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,4
408,10,Invictus,September,5ml,Oriental,Him,Summer,1,30.0,20,50,11
409,20,Musk Roman,December,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,11
410,8,Silver Scent,October,30ml,Oriental,Him,All Seasons,1,60.0,150,300,3
411,24,Ultra Male,November,100ml,Oriental,Him,Winter,1,30.0,350,600,8
412,13,Black Opium,November,5ml,Oriental,Him,Winter,1,30.0,20,50,15
413,18,Marshmallow,September,10ml,Fruity,Unisex,Winter,0,10.0,30,100,2
414,22,Elixir,December,5ml,Fresh,Him,Summer,0,10.0,20,50,1
415,20,Musk Roman,May,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,9
416,21,Musk Pink,September,100ml,Fruity,Her,Summer,1,30.0,350,600,0
417,13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,1
418,2,Stronger With You,July,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
419,12,Spicebomb,April,5ml,Woody,Him,Winter,0,60.0,20,50,9
420,5,One Million,December,5ml,Woody,Him,All Seasons,1,50.0,20,50,3
421,22,Elixir,June,30ml,Fresh,Him,Summer,1,50.0,150,300,2
422,6,Oud,March,20ml,Musk,Unisex,Winter,1,10.0,45,200,1
423,6,Oud,July,100ml,Musk,Unisex,Winter,0,10.0,350,600,2
424,6,Oud,January,10ml,Musk,Unisex,Winter,1,20.0,30,100,1
425,16,Very Sexy,February,30ml,Fruity,Her,All Seasons,1,20.0,150,300,4
426,14,Khamra,June,5ml,Musk,Unisex,Winter,0,30.0,20,50,4
427,23,Moon Sparkle,August,30ml,Gourmand,Her,Summer,1,20.0,150,300,3
428,10,Invictus,July,50ml,Oriental,Him,Summer,1,50.0,200,450,12
429,7,Imperial Valley,January,20ml,Oriental,Him,Summer,0,20.0,45,200,5
430,2,Stronger With You,September,5ml,Fresh,Him,All Seasons,1,10.0,20,50,3
431,1,Le Male Elixir,January,30ml,Oriental,Him,Winter,1,30.0,150,300,4
432,9,Black XS L'exces,October,5ml,Oriental,Him,Summer,0,50.0,20,50,1
433,23,Moon Sparkle,January,30ml,Gourmand,Her,Summer,0,20.0,150,300,1
434,13,Black Opium,January,10ml,Oriental,Him,Winter,1,10.0,30,100,9
435,22,Elixir,July,30ml,Fresh,Him,Summer,1,50.0,150,300,2
436,3,Stronger With You Intensely,October,50ml,Fresh,Him,Winter,0,30.0,200,450,3
437,3,Stronger With You Intensely,October,100ml,Fresh,Him,Winter,0,10.0,350,600,2
438,21,Musk Pink,August,10ml,Fruity,Her,Summer,1,50.0,30,100,5
439,3,Stronger With You Intensely,March,100ml,Fresh,Him,Winter,1,10.0,350,600,4
440,2,Stronger With You,December,10ml,Fresh,Him,All Seasons,1,50.0,30,100,9
441,10,Invictus,January,5ml,Oriental,Him,Summer,0,30.0,20,50,3
442,23,Moon Sparkle,May,100ml,Gourmand,Her,Summer,1,10.0,350,600,0
443,17,Yara Candy,October,30ml,Fruity,Her,Summer,0,10.0,150,300,2
444,3,Stronger With You Intensely,August,30ml,Fresh,Him,Winter,0,50.0,150,300,0
445,21,Musk Pink,October,10ml,Fruity,Her,Summer,0,50.0,30,100,2
446,21,Musk Pink,October,10ml,Fruity,Her,Summer,0,50.0,30,100,3
447,20,Musk Roman,December,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,6
448,22,Elixir,July,100ml,Fresh,Him,Summer,1,30.0,350,600,3
449,6,Oud,October,5ml,Musk,Unisex,Winter,0,30.0,20,50,7
450,24,Ultra Male,February,30ml,Oriental,Him,Winter,1,20.0,150,300,6
451,8,Silver Scent,March,10ml,Oriental,Him,All Seasons,1,20.0,30,100,3
452,20,Musk Roman,January,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,0
453,14,Khamra,March,50ml,Musk,Unisex,Winter,1,10.0,200,450,2
454,19,Good Girl,February,5ml,Oriental,Her,All Seasons,1,30.0,20,50,4
455,16,Very Sexy,October,5ml,Fruity,Her,All Seasons,1,30.0,20,50,2
456,16,Very Sexy,June,5ml,Fruity,Her,All Seasons,1,30.0,20,50,3
457,15,Coconut Vanille,June,50ml,Musk,Unisex,Summer,1,50.0,200,450,2
458,19,Good Girl,August,5ml,Oriental,Her,All Seasons,1,30.0,20,50,3
459,18,Marshmallow,May,10ml,Fruity,Unisex,Winter,0,10.0,30,100,6
460,4,Zara Gold,July,20ml,Woody,Him,All Seasons,1,30.0,45,200,2
461,20,Musk Roman,January,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,7
462,13,Black Opium,September,20ml,Oriental,Him,Winter,0,50.0,45,200,3
463,8,Silver Scent,November,10ml,Oriental,Him,All Seasons,1,20.0,30,100,0
464,13,Black Opium,January,20ml,Oriental,Him,Winter,1,50.0,45,200,3
465,24,Ultra Male,January,5ml,Oriental,Him,Winter,1,20.0,20,50,9
466,21,Musk Pink,February,20ml,Fruity,Her,Summer,0,50.0,45,200,1
467,21,Musk Pink,August,30ml,Fruity,Her,Summer,1,30.0,150,300,1
468,12,Spicebomb,October,20ml,Woody,Him,Winter,0,10.0,45,200,2
469,19,Good Girl,October,100ml,Oriental,Her,All Seasons,1,30.0,350,600,2
470,10,Invictus,October,20ml,Oriental,Him,Summer,0,30.0,45,200,1
471,17,Yara Candy,July,10ml,Fruity,Her,Summer,1,50.0,30,100,5
472,16,Very Sexy,September,5ml,Fruity,Her,All Seasons,1,30.0,20,50,3
473,6,Oud,April,30ml,Musk,Unisex,Winter,0,30.0,150,300,4
474,7,Imperial Valley,September,30ml,Oriental,Him,Summer,1,50.0,150,300,15
475,2,Stronger With You,March,5ml,Fresh,Him,All Seasons,1,10.0,20,50,13
476,4,Zara Gold,December,100ml,Woody,Him,All Seasons,1,60.0,350,600,0
477,11,Lacoste White,January,100ml,Woody,Him,Summer,0,20.0,350,600,4
478,12,Spicebomb,December,100ml,Woody,Him,Winter,1,10.0,350,600,3
479,4,Zara Gold,June,50ml,Woody,Him,All Seasons,1,10.0,200,450,2
480,11,Lacoste White,August,5ml,Woody,Him,Summer,1,60.0,20,50,4
481,15,Coconut Vanille,February,100ml,Musk,Unisex,Summer,0,60.0,350,600,1
482,6,Oud,April,20ml,Musk,Unisex,Winter,0,10.0,45,200,6
483,9,Black XS L'exces,November,100ml,Oriental,Him,Summer,0,30.0,350,600,2
484,9,Black XS L'exces,January,10ml,Oriental,Him,Summer,0,50.0,30,100,8
485,13,Black Opium,March,50ml,Oriental,Him,Winter,1,20.0,200,450,10
486,9,Black XS L'exces,August,30ml,Oriental,Him,Summer,1,10.0,150,300,9
487,18,Marshmallow,October,20ml,Fruity,Unisex,Winter,0,50.0,45,200,1
488,8,Silver Scent,June,20ml,Oriental,Him,All Seasons,1,10.0,45,200,1
489,11,Lacoste White,February,5ml,Woody,Him,Summer,0,60.0,20,50,2
490,10,Invictus,February,100ml,Oriental,Him,Summer,0,50.0,350,600,1
491,5,One Million,November,50ml,Woody,Him,All Seasons,1,30.0,200,450,4
492,17,Yara Candy,March,100ml,Fruity,Her,Summer,0,10.0,350,600,0
493,6,Oud,July,30ml,Musk,Unisex,Winter,0,30.0,150,300,4
494,8,Silver Scent,December,10ml,Oriental,Him,All Seasons,1,20.0,30,100,9
495,20,Musk Roman,May,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,2
496,23,Moon Sparkle,January,20ml,Gourmand,Her,Summer,0,50.0,45,200,2
497,17,Yara Candy,October,100ml,Fruity,Her,Summer,0,10.0,350,600,0
498,22,Elixir,October,30ml,Fresh,Him,Summer,0,50.0,150,300,5
499,21,Musk Pink,August,50ml,Fruity,Her,Summer,1,60.0,200,450,3
500,12,Spicebomb,November,30ml,Woody,Him,Winter,1,30.0,150,300,7
501,19,Good Girl,October,20ml,Oriental,Her,All Seasons,1,20.0,45,200,8
502,8,Silver Scent,September,50ml,Oriental,Him,All Seasons,1,30.0,200,450,3
503,12,Spicebomb,May,20ml,Woody,Him,Winter,0,10.0,45,200,2
504,13,Black Opium,January,5ml,Oriental,Him,Winter,1,30.0,20,50,1
505,24,Ultra Male,September,20ml,Oriental,Him,Winter,0,60.0,45,200,3
506,21,Musk Pink,November,5ml,Fruity,Her,Summer,0,30.0,20,50,2
507,12,Spicebomb,September,50ml,Woody,Him,Winter,0,50.0,200,450,0
508,16,Very Sexy,August,50ml,Fruity,Her,All Seasons,1,60.0,200,450,8
509,5,One Million,September,100ml,Woody,Him,All Seasons,1,30.0,350,600,0
510,20,Musk Roman,April,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,8
511,14,Khamra,February,100ml,Musk,Unisex,Winter,1,60.0,350,600,6
512,13,Black Opium,August,50ml,Oriental,Him,Winter,0,20.0,200,450,4
513,19,Good Girl,December,20ml,Oriental,Her,All Seasons,1,20.0,45,200,4
514,16,Very Sexy,February,10ml,Fruity,Her,All Seasons,1,60.0,30,100,7
515,2,Stronger With You,January,100ml,Fresh,Him,All Seasons,1,60.0,350,600,2
516,7,Imperial Valley,September,10ml,Oriental,Him,Summer,1,60.0,30,100,3
517,5,One Million,June,5ml,Woody,Him,All Seasons,1,50.0,20,50,4
518,18,Marshmallow,November,5ml,Fruity,Unisex,Winter,1,60.0,20,50,11
519,1,Le Male Elixir,June,50ml,Oriental,Him,Winter,0,30.0,200,450,1
520,5,One Million,July,50ml,Woody,Him,All Seasons,1,30.0,200,450,0
521,15,Coconut Vanille,January,30ml,Musk,Unisex,Summer,0,20.0,150,300,2
522,17,Yara Candy,December,20ml,Fruity,Her,Summer,0,50.0,45,200,3
523,13,Black Opium,April,10ml,Oriental,Him,Winter,0,10.0,30,100,2
524,21,Musk Pink,June,5ml,Fruity,Her,Summer,1,30.0,20,50,3
525,23,Moon Sparkle,August,50ml,Gourmand,Her,Summer,1,50.0,200,450,3
526,4,Zara Gold,November,10ml,Woody,Him,All Seasons,1,30.0,30,100,8
527,23,Moon Sparkle,October,100ml,Gourmand,Her,Summer,0,10.0,350,600,0
528,15,Coconut Vanille,October,100ml,Musk,Unisex,Summer,0,60.0,350,600,2
529,16,Very Sexy,February,50ml,Fruity,Her,All Seasons,1,60.0,200,450,0
530,3,Stronger With You Intensely,February,20ml,Fresh,Him,Winter,1,50.0,45,200,4
531,15,Coconut Vanille,October,20ml,Musk,Unisex,Summer,0,10.0,45,200,9
532,18,Marshmallow,November,100ml,Fruity,Unisex,Winter,1,50.0,350,600,3
533,14,Khamra,August,5ml,Musk,Unisex,Winter,0,30.0,20,50,2
534,3,Stronger With You Intensely,November,100ml,Fresh,Him,Winter,1,10.0,350,600,0
535,13,Black Opium,April,50ml,Oriental,Him,Winter,0,20.0,200,450,1
536,23,Moon Sparkle,May,5ml,Gourmand,Her,Summer,1,10.0,20,50,8
537,18,Marshmallow,March,10ml,Fruity,Unisex,Winter,1,10.0,30,100,3
538,4,Zara Gold,October,100ml,Woody,Him,All Seasons,1,60.0,350,600,1
539,24,Ultra Male,September,30ml,Oriental,Him,Winter,0,20.0,150,300,4
540,24,Ultra Male,March,20ml,Oriental,Him,Winter,1,60.0,45,200,2
541,5,One Million,December,50ml,Woody,Him,All Seasons,1,30.0,200,450,2
542,20,Musk Roman,January,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,6
543,10,Invictus,October,100ml,Oriental,Him,Summer,0,50.0,350,600,0
544,15,Coconut Vanille,March,20ml,Musk,Unisex,Summer,0,10.0,45,200,2
545,11,Lacoste White,October,30ml,Woody,Him,Summer,0,60.0,150,300,0
546,19,Good Girl,June,30ml,Oriental,Her,All Seasons,1,50.0,150,300,5
547,24,Ultra Male,March,5ml,Oriental,Him,Winter,1,20.0,20,50,12
548,20,Musk Roman,January,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,3
549,23,Moon Sparkle,August,50ml,Gourmand,Her,Summer,1,50.0,200,450,5
550,23,Moon Sparkle,February,5ml,Gourmand,Her,Summer,0,10.0,20,50,3
551,3,Stronger With You Intensely,June,50ml,Fresh,Him,Winter,0,30.0,200,450,2
552,7,Imperial Valley,December,20ml,Oriental,Him,Summer,0,20.0,45,200,0
553,18,Marshmallow,November,20ml,Fruity,Unisex,Winter,1,50.0,45,200,4
554,15,Coconut Vanille,June,10ml,Musk,Unisex,Summer,1,50.0,30,100,4
555,2,Stronger With You,September,100ml,Fresh,Him,All Seasons,1,60.0,350,600,6
556,3,Stronger With You Intensely,October,5ml,Fresh,Him,Winter,0,50.0,20,50,4
557,13,Black Opium,August,100ml,Oriental,Him,Winter,0,20.0,350,600,4
558,15,Coconut Vanille,March,30ml,Musk,Unisex,Summer,0,20.0,150,300,3
559,5,One Million,October,10ml,Woody,Him,All Seasons,1,50.0,30,100,4
560,5,One Million,February,50ml,Woody,Him,All Seasons,1,30.0,200,450,3
561,4,Zara Gold,July,50ml,Woody,Him,All Seasons,1,10.0,200,450,4
562,14,Khamra,October,10ml,Musk,Unisex,Winter,0,50.0,30,100,3
563,1,Le Male Elixir,July,100ml,Oriental,Him,Winter,0,60.0,350,600,4
564,14,Khamra,May,5ml,Musk,Unisex,Winter,0,30.0,20,50,3
565,12,Spicebomb,May,5ml,Woody,Him,Winter,0,60.0,20,50,2
566,12,Spicebomb,June,100ml,Woody,Him,Winter,0,10.0,350,600,0
567,17,Yara Candy,September,50ml,Fruity,Her,Summer,1,60.0,200,450,8
568,13,Black Opium,December,20ml,Oriental,Him,Winter,1,50.0,45,200,8
569,18,Marshmallow,October,10ml,Fruity,Unisex,Winter,0,10.0,30,100,2
570,19,Good Girl,April,30ml,Oriental,Her,All Seasons,1,50.0,150,300,1
571,23,Moon Sparkle,February,50ml,Gourmand,Her,Summer,0,50.0,200,450,3
572,20,Musk Roman,June,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,3
573,13,Black Opium,November,20ml,Oriental,Him,Winter,1,50.0,45,200,2
574,12,Spicebomb,August,30ml,Woody,Him,Winter,0,30.0,150,300,0
575,6,Oud,April,30ml,Musk,Unisex,Winter,0,30.0,150,300,4
576,15,Coconut Vanille,February,50ml,Musk,Unisex,Summer,0,50.0,200,450,1
577,4,Zara Gold,April,100ml,Woody,Him,All Seasons,1,60.0,350,600,3
578,23,Moon Sparkle,September,5ml,Gourmand,Her,Summer,1,10.0,20,50,12
579,21,Musk Pink,September,30ml,Fruity,Her,Summer,1,30.0,150,300,2
580,3,Stronger With You Intensely,June,30ml,Fresh,Him,Winter,0,50.0,150,300,5
581,19,Good Girl,May,10ml,Oriental,Her,All Seasons,1,50.0,30,100,4
582,3,Stronger With You Intensely,March,5ml,Fresh,Him,Winter,1,50.0,20,50,3
583,18,Marshmallow,December,100ml,Fruity,Unisex,Winter,1,50.0,350,600,3
584,3,Stronger With You Intensely,June,5ml,Fresh,Him,Winter,0,50.0,20,50,3
585,12,Spicebomb,October,20ml,Woody,Him,Winter,0,10.0,45,200,3
586,16,Very Sexy,June,30ml,Fruity,Her,All Seasons,1,20.0,150,300,0
587,18,Marshmallow,July,20ml,Fruity,Unisex,Winter,0,50.0,45,200,1
588,11,Lacoste White,August,30ml,Woody,Him,Summer,1,60.0,150,300,3
589,23,Moon Sparkle,May,5ml,Gourmand,Her,Summer,1,10.0,20,50,3
590,19,Good Girl,December,30ml,Oriental,Her,All Seasons,1,50.0,150,300,15
591,5,One Million,June,50ml,Woody,Him,All Seasons,1,30.0,200,450,13
592,17,Yara Candy,October,30ml,Fruity,Her,Summer,0,10.0,150,300,0
593,18,Marshmallow,November,100ml,Fruity,Unisex,Winter,1,50.0,350,600,3
594,9,Black XS L'exces,May,20ml,Oriental,Him,Summer,1,50.0,45,200,7
595,18,Marshmallow,March,10ml,Fruity,Unisex,Winter,1,10.0,30,100,12
596,22,Elixir,December,20ml,Fresh,Him,Summer,0,30.0,45,200,2
597,20,Musk Roman,October,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,15
598,19,Good Girl,October,20ml,Oriental,Her,All Seasons,1,20.0,45,200,10
599,16,Very Sexy,December,20ml,Fruity,Her,All Seasons,1,60.0,45,200,2
600,7,Imperial Valley,January,10ml,Oriental,Him,Summer,0,60.0,30,100,5
601,20,Musk Roman,December,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,3
602,9,Black XS L'exces,February,10ml,Oriental,Him,Summer,0,50.0,30,100,2
603,13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,14
604,8,Silver Scent,March,100ml,Oriental,Him,All Seasons,1,60.0,350,600,8
605,8,Silver Scent,February,100ml,Oriental,Him,All Seasons,1,60.0,350,600,6
606,4,Zara Gold,February,10ml,Woody,Him,All Seasons,1,30.0,30,100,5
607,24,Ultra Male,February,100ml,Oriental,Him,Winter,1,30.0,350,600,2
608,4,Zara Gold,June,20ml,Woody,Him,All Seasons,1,30.0,45,200,4
609,3,Stronger With You Intensely,May,20ml,Fresh,Him,Winter,0,50.0,45,200,4
610,23,Moon Sparkle,May,30ml,Gourmand,Her,Summer,1,20.0,150,300,2
611,14,Khamra,March,100ml,Musk,Unisex,Winter,1,60.0,350,600,15
612,11,Lacoste White,December,50ml,Woody,Him,Summer,0,30.0,200,450,3
613,18,Marshmallow,April,30ml,Fruity,Unisex,Winter,0,50.0,150,300,4
614,10,Invictus,June,50ml,Oriental,Him,Summer,1,50.0,200,450,5
615,4,Zara Gold,February,100ml,Woody,Him,All Seasons,1,60.0,350,600,1
616,18,Marshmallow,March,50ml,Fruity,Unisex,Winter,1,50.0,200,450,4
617,5,One Million,March,20ml,Woody,Him,All Seasons,1,30.0,45,200,3
618,14,Khamra,December,10ml,Musk,Unisex,Winter,1,50.0,30,100,3
619,23,Moon Sparkle,March,20ml,Gourmand,Her,Summer,0,50.0,45,200,4
620,23,Moon Sparkle,July,5ml,Gourmand,Her,Summer,1,10.0,20,50,3
621,9,Black XS L'exces,July,30ml,Oriental,Him,Summer,1,10.0,150,300,4
622,19,Good Girl,January,50ml,Oriental,Her,All Seasons,1,30.0,200,450,11
623,15,Coconut Vanille,May,5ml,Musk,Unisex,Summer,1,50.0,20,50,15
624,12,Spicebomb,January,100ml,Woody,Him,Winter,1,10.0,350,600,4
625,4,Zara Gold,March,30ml,Woody,Him,All Seasons,1,20.0,150,300,6
626,10,Invictus,September,100ml,Oriental,Him,Summer,1,50.0,350,600,1
627,16,Very Sexy,July,50ml,Fruity,Her,All Seasons,1,60.0,200,450,2
628,24,Ultra Male,June,100ml,Oriental,Him,Winter,0,30.0,350,600,5
629,1,Le Male Elixir,March,50ml,Oriental,Him,Winter,1,30.0,200,450,0
630,18,Marshmallow,August,20ml,Fruity,Unisex,Winter,0,50.0,45,200,5
631,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,3
632,23,Moon Sparkle,November,5ml,Gourmand,Her,Summer,0,10.0,20,50,6
633,11,Lacoste White,March,100ml,Woody,Him,Summer,0,20.0,350,600,0
634,3,Stronger With You Intensely,September,50ml,Fresh,Him,Winter,0,30.0,200,450,4
635,7,Imperial Valley,March,30ml,Oriental,Him,Summer,0,50.0,150,300,8
636,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,4
637,22,Elixir,June,50ml,Fresh,Him,Summer,1,30.0,200,450,13
638,16,Very Sexy,September,10ml,Fruity,Her,All Seasons,1,60.0,30,100,5
639,3,Stronger With You Intensely,July,30ml,Fresh,Him,Winter,0,50.0,150,300,2
640,3,Stronger With You Intensely,September,30ml,Fresh,Him,Winter,0,50.0,150,300,1
641,12,Spicebomb,December,50ml,Woody,Him,Winter,1,50.0,200,450,1
642,15,Coconut Vanille,February,100ml,Musk,Unisex,Summer,0,60.0,350,600,1
643,1,Le Male Elixir,November,20ml,Oriental,Him,Winter,1,50.0,45,200,5
644,17,Yara Candy,June,10ml,Fruity,Her,Summer,1,50.0,30,100,11
645,14,Khamra,February,100ml,Musk,Unisex,Winter,1,60.0,350,600,6
646,1,Le Male Elixir,June,20ml,Oriental,Him,Winter,0,50.0,45,200,3
647,3,Stronger With You Intensely,January,10ml,Fresh,Him,Winter,1,50.0,30,100,8
648,11,Lacoste White,July,20ml,Woody,Him,Summer,1,20.0,45,200,3
649,18,Marshmallow,June,50ml,Fruity,Unisex,Winter,0,50.0,200,450,1
650,20,Musk Roman,May,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,10
651,11,Lacoste White,June,5ml,Woody,Him,Summer,1,60.0,20,50,11
652,8,Silver Scent,August,50ml,Oriental,Him,All Seasons,1,30.0,200,450,5
653,24,Ultra Male,October,30ml,Oriental,Him,Winter,0,20.0,150,300,0
654,12,Spicebomb,May,50ml,Woody,Him,Winter,0,50.0,200,450,2
655,8,Silver Scent,January,10ml,Oriental,Him,All Seasons,1,20.0,30,100,6
656,11,Lacoste White,July,10ml,Woody,Him,Summer,1,50.0,30,100,1
657,1,Le Male Elixir,December,20ml,Oriental,Him,Winter,1,50.0,45,200,6
658,8,Silver Scent,May,100ml,Oriental,Him,All Seasons,1,60.0,350,600,2
659,13,Black Opium,February,50ml,Oriental,Him,Winter,1,20.0,200,450,3
660,23,Moon Sparkle,November,20ml,Gourmand,Her,Summer,0,50.0,45,200,1
